,valid,zCombo,classification,k,numer,denom,num-factor-count,denom-factor-count
424,False,"(R_1/(C_1*R_1*s + 1), R_2, R_3 + 1/(C_3*s), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2, R_3 + 1/(C_3*s), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1)), transferFunc=C_3*C_5*R_1*R_2*R_6*s**2/(s**4*(-C_1*C_3*C_5*C_6*R_1*R_2*R_3*R_6 + C_1*C_3*C_5*C_6*R_1*R_2*R_5*R_6 + C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6) + s**3*(-C_1*C_3*C_5*R_1*R_2*R_3 + C_1*C_3*C_5*R_1*R_2*R_5 + C_1*C_3*C_5*R_1*R_3*R_5 + C_1*C_3*C_6*R_1*R_2*R_6 + C_1*C_3*C_6*R_1*R_3*R_6 - C_1*C_5*C_6*R_1*R_2*R_6 + C_1*C_5*C_6*R_1*R_5*R_6 + C_3*C_5*C_6*R_1*R_5*R_6 - C_3*C_5*C_6*R_2*R_3*R_6 + C_3*C_5*C_6*R_2*R_5*R_6 + C_3*C_5*C_6*R_3*R_5*R_6) + s**2*(C_1*C_3*R_1*R_2 + C_1*C_3*R_1*R_3 - C_1*C_5*R_1*R_2 + C_1*C_5*R_1*R_5 + C_1*C_6*R_1*R_6 + C_3*C_5*R_1*R_5 - C_3*C_5*R_2*R_3 + C_3*C_5*R_2*R_5 + C_3*C_5*R_3*R_5 + C_3*C_6*R_1*R_6 + C_3*C_6*R_2*R_6 + C_3*C_6*R_3*R_6 - C_5*C_6*R_2*R_6 + C_5*C_6*R_5*R_6) + s*(C_1*R_1 + C_3*R_1 + C_3*R_2 + C_3*R_3 - C_5*R_2 + C_5*R_5 + C_6*R_6) + 1), ",C_1*C_3**2*C_5**2*C_6*R_1**2*R_2*R_6**2*(R_2*R_3 - R_2*R_5 - R_3*R_5)/(-C_1*C_3*C_5*C_6*R_1*R_2*R_3*R_6 + C_1*C_3*C_5*C_6*R_1*R_2*R_5*R_6 + C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6),"[Poly(s**2, s, domain='ZZ')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (-C_1*C_3*R_1*R_2 - C_1*C_3*R_1*R_3 + C_1*C_5*R_1*R_2 - C_1*C_5*R_1*R_5 - C_3*C_5*R_1*R_5 + C_3*C_5*R_2*R_3 - C_3*C_5*R_2*R_5 - C_3*C_5*R_3*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3 - C_1*C_3*C_5*R_1*R_2*R_5 - C_1*C_3*C_5*R_1*R_3*R_5)*s**2 + (-C_1*R_1 - C_3*R_1 - C_3*R_2 - C_3*R_3 + C_5*R_2 - C_5*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3 - C_1*C_3*C_5*R_1*R_2*R_5 - C_1*C_3*C_5*R_1*R_3*R_5)*s - 1/(C_1*C_3*C_5*R_1*R_2*R_3 - C_1*C_3*C_5*R_1*R_2*R_5 - C_1*C_3*C_5*R_1*R_3*R_5), s, domain='ZZ(C_1,C_3,C_5,R_1,R_2,R_3,R_5)')]",1,2
425,False,"(R_1/(C_1*R_1*s + 1), R_2, R_3 + 1/(C_3*s), oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2, R_3 + 1/(C_3*s), oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1)), transferFunc=(C_3*C_5*R_1*R_2*R_5*R_6*s**2 + C_3*R_1*R_2*R_6*s)/(-C_1*C_3*C_5*C_6*R_1*R_2*R_3*R_5*R_6*s**4 - R_2 + R_5 + s**3*(-C_1*C_3*C_5*R_1*R_2*R_3*R_5 - C_1*C_3*C_6*R_1*R_2*R_3*R_6 + C_1*C_3*C_6*R_1*R_2*R_5*R_6 + C_1*C_3*C_6*R_1*R_3*R_5*R_6 - C_1*C_5*C_6*R_1*R_2*R_5*R_6 - C_3*C_5*C_6*R_2*R_3*R_5*R_6) + s**2*(-C_1*C_3*R_1*R_2*R_3 + C_1*C_3*R_1*R_2*R_5 + C_1*C_3*R_1*R_3*R_5 - C_1*C_5*R_1*R_2*R_5 - C_1*C_6*R_1*R_2*R_6 + C_1*C_6*R_1*R_5*R_6 - C_3*C_5*R_2*R_3*R_5 + C_3*C_6*R_1*R_5*R_6 - C_3*C_6*R_2*R_3*R_6 + C_3*C_6*R_2*R_5*R_6 + C_3*C_6*R_3*R_5*R_6 - C_5*C_6*R_2*R_5*R_6) + s*(-C_1*R_1*R_2 + C_1*R_1*R_5 + C_3*R_1*R_5 - C_3*R_2*R_3 + C_3*R_2*R_5 + C_3*R_3*R_5 - C_5*R_2*R_5 - C_6*R_2*R_6 + C_6*R_5*R_6)), ",-C_3*R_1*R_2*R_6,"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_3*R_1*R_2*R_3 - C_1*C_3*R_1*R_2*R_5 - C_1*C_3*R_1*R_3*R_5 + C_1*C_5*R_1*R_2*R_5 + C_3*C_5*R_2*R_3*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5)*s**2 + (C_1*R_1*R_2 - C_1*R_1*R_5 - C_3*R_1*R_5 + C_3*R_2*R_3 - C_3*R_2*R_5 - C_3*R_3*R_5 + C_5*R_2*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5)*s + (R_2 - R_5)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5), s, domain='ZZ(C_1,C_3,C_5,R_1,R_2,R_3,R_5)')]",2,2
426,False,"(R_1/(C_1*R_1*s + 1), R_2, R_3/(C_3*R_3*s + 1), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2, R_3/(C_3*R_3*s + 1), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1)), transferFunc=(C_3*C_5*R_1*R_2*R_3*R_6*s**2 + C_5*R_1*R_2*R_6*s)/(C_1*C_3*C_5*C_6*R_1*R_2*R_3*R_5*R_6*s**4 + R_1 + R_2 + R_3 + s**3*(C_1*C_3*C_5*R_1*R_2*R_3*R_5 + C_1*C_3*C_6*R_1*R_2*R_3*R_6 - C_1*C_5*C_6*R_1*R_2*R_3*R_6 + C_1*C_5*C_6*R_1*R_2*R_5*R_6 + C_1*C_5*C_6*R_1*R_3*R_5*R_6 + C_3*C_5*C_6*R_1*R_3*R_5*R_6 + C_3*C_5*C_6*R_2*R_3*R_5*R_6) + s**2*(C_1*C_3*R_1*R_2*R_3 - C_1*C_5*R_1*R_2*R_3 + C_1*C_5*R_1*R_2*R_5 + C_1*C_5*R_1*R_3*R_5 + C_1*C_6*R_1*R_2*R_6 + C_1*C_6*R_1*R_3*R_6 + C_3*C_5*R_1*R_3*R_5 + C_3*C_5*R_2*R_3*R_5 + C_3*C_6*R_1*R_3*R_6 + C_3*C_6*R_2*R_3*R_6 + C_5*C_6*R_1*R_5*R_6 - C_5*C_6*R_2*R_3*R_6 + C_5*C_6*R_2*R_5*R_6 + C_5*C_6*R_3*R_5*R_6) + s*(C_1*R_1*R_2 + C_1*R_1*R_3 + C_3*R_1*R_3 + C_3*R_2*R_3 + C_5*R_1*R_5 - C_5*R_2*R_3 + C_5*R_2*R_5 + C_5*R_3*R_5 + C_6*R_1*R_6 + C_6*R_2*R_6 + C_6*R_3*R_6)), ",C_5*R_1*R_2*R_6,"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_3*R_3), s, domain='ZZ(C_3,R_3)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_3*R_1*R_2*R_3 - C_1*C_5*R_1*R_2*R_3 + C_1*C_5*R_1*R_2*R_5 + C_1*C_5*R_1*R_3*R_5 + C_3*C_5*R_1*R_3*R_5 + C_3*C_5*R_2*R_3*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5)*s**2 + (C_1*R_1*R_2 + C_1*R_1*R_3 + C_3*R_1*R_3 + C_3*R_2*R_3 + C_5*R_1*R_5 - C_5*R_2*R_3 + C_5*R_2*R_5 + C_5*R_3*R_5)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5)*s + (R_1 + R_2 + R_3)/(C_1*C_3*C_5*R_1*R_2*R_3*R_5), s, domain='ZZ(C_1,C_3,C_5,R_1,R_2,R_3,R_5)')]",2,2
427,False,"(R_1/(C_1*R_1*s + 1), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1)), transferFunc=(C_3*C_5*R_1*R_5*R_6*s**2 + C_3*R_1*R_6*s)/(s**4*(C_1*C_2*C_3*C_6*R_1*R_3*R_5*R_6 - C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6) + s**3*(C_1*C_2*C_3*R_1*R_3*R_5 + C_1*C_2*C_6*R_1*R_5*R_6 - C_1*C_3*C_5*R_1*R_3*R_5 - C_1*C_3*C_6*R_1*R_3*R_6 + C_1*C_3*C_6*R_1*R_5*R_6 - C_1*C_5*C_6*R_1*R_5*R_6 + C_2*C_3*C_6*R_1*R_5*R_6 + C_2*C_3*C_6*R_3*R_5*R_6 - C_3*C_5*C_6*R_3*R_5*R_6) + s**2*(C_1*C_2*R_1*R_5 - C_1*C_3*R_1*R_3 + C_1*C_3*R_1*R_5 - C_1*C_5*R_1*R_5 - C_1*C_6*R_1*R_6 + C_2*C_3*R_1*R_5 + C_2*C_3*R_3*R_5 + C_2*C_6*R_5*R_6 - C_3*C_5*R_3*R_5 - C_3*C_6*R_3*R_6 + C_3*C_6*R_5*R_6 - C_5*C_6*R_5*R_6) + s*(-C_1*R_1 + C_2*R_5 - C_3*R_3 + C_3*R_5 - C_5*R_5 - C_6*R_6) - 1), ",C_1*C_3**2*C_6*R_1**2*R_3*R_5*R_6**2*(C_2 - C_5)/(C_1*C_2*C_3*C_6*R_1*R_3*R_5*R_6 - C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_2*R_1*R_5 - C_1*C_3*R_1*R_3 + C_1*C_3*R_1*R_5 - C_1*C_5*R_1*R_5 + C_2*C_3*R_1*R_5 + C_2*C_3*R_3*R_5 - C_3*C_5*R_3*R_5)/(C_1*C_2*C_3*R_1*R_3*R_5 - C_1*C_3*C_5*R_1*R_3*R_5)*s**2 + (-C_1*R_1 + C_2*R_5 - C_3*R_3 + C_3*R_5 - C_5*R_5)/(C_1*C_2*C_3*R_1*R_3*R_5 - C_1*C_3*C_5*R_1*R_3*R_5)*s - 1/(C_1*C_2*C_3*R_1*R_3*R_5 - C_1*C_3*C_5*R_1*R_3*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_3,R_5)')]",2,2
428,False,"(R_1/(C_1*R_1*s + 1), 1/(C_2*s), R_3/(C_3*R_3*s + 1), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), 1/(C_2*s), R_3/(C_3*R_3*s + 1), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1)), transferFunc=(C_3*C_5*R_1*R_3*R_6*s**2 + C_5*R_1*R_6*s)/(s**4*(C_1*C_2*C_5*C_6*R_1*R_3*R_5*R_6 + C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6 + C_2*C_3*C_5*C_6*R_1*R_3*R_5*R_6) + s**3*(C_1*C_2*C_5*R_1*R_3*R_5 + C_1*C_2*C_6*R_1*R_3*R_6 + C_1*C_3*C_5*R_1*R_3*R_5 + C_1*C_3*C_6*R_1*R_3*R_6 - C_1*C_5*C_6*R_1*R_3*R_6 + C_1*C_5*C_6*R_1*R_5*R_6 + C_2*C_3*C_5*R_1*R_3*R_5 + C_2*C_3*C_6*R_1*R_3*R_6 + C_2*C_5*C_6*R_1*R_5*R_6 + C_2*C_5*C_6*R_3*R_5*R_6 + C_3*C_5*C_6*R_3*R_5*R_6) + s**2*(C_1*C_2*R_1*R_3 + C_1*C_3*R_1*R_3 - C_1*C_5*R_1*R_3 + C_1*C_5*R_1*R_5 + C_1*C_6*R_1*R_6 + C_2*C_3*R_1*R_3 + C_2*C_5*R_1*R_5 + C_2*C_5*R_3*R_5 + C_2*C_6*R_1*R_6 + C_2*C_6*R_3*R_6 + C_3*C_5*R_3*R_5 + C_3*C_6*R_3*R_6 - C_5*C_6*R_3*R_6 + C_5*C_6*R_5*R_6) + s*(C_1*R_1 + C_2*R_1 + C_2*R_3 + C_3*R_3 - C_5*R_3 + C_5*R_5 + C_6*R_6) + 1), ",C_5**2*C_6*R_1**2*R_3*R_5*R_6**2*(C_1*C_2 + C_1*C_3 + C_2*C_3)/(C_1*C_2*C_5*C_6*R_1*R_3*R_5*R_6 + C_1*C_3*C_5*C_6*R_1*R_3*R_5*R_6 + C_2*C_3*C_5*C_6*R_1*R_3*R_5*R_6),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_3*R_3), s, domain='ZZ(C_3,R_3)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_2*R_1*R_3 + C_1*C_3*R_1*R_3 - C_1*C_5*R_1*R_3 + C_1*C_5*R_1*R_5 + C_2*C_3*R_1*R_3 + C_2*C_5*R_1*R_5 + C_2*C_5*R_3*R_5 + C_3*C_5*R_3*R_5)/(C_1*C_2*C_5*R_1*R_3*R_5 + C_1*C_3*C_5*R_1*R_3*R_5 + C_2*C_3*C_5*R_1*R_3*R_5)*s**2 + (C_1*R_1 + C_2*R_1 + C_2*R_3 + C_3*R_3 - C_5*R_3 + C_5*R_5)/(C_1*C_2*C_5*R_1*R_3*R_5 + C_1*C_3*C_5*R_1*R_3*R_5 + C_2*C_3*C_5*R_1*R_3*R_5)*s + 1/(C_1*C_2*C_5*R_1*R_3*R_5 + C_1*C_3*C_5*R_1*R_3*R_5 + C_2*C_3*C_5*R_1*R_3*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_3,R_5)')]",2,2
429,False,"(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, 1/(C_5*s), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, 1/(C_5*s), R_6/(C_6*R_6*s + 1)), transferFunc=(C_2*C_5*R_1*R_2*R_6*s**2 + C_5*R_1*R_6*s)/(-C_1*C_2*C_5*C_6*R_1*R_2*R_3*R_6*s**4 + s**3*(-C_1*C_2*C_5*R_1*R_2*R_3 + C_1*C_2*C_6*R_1*R_2*R_6 + C_1*C_2*C_6*R_1*R_3*R_6 - C_1*C_5*C_6*R_1*R_3*R_6 - C_2*C_5*C_6*R_2*R_3*R_6) + s**2*(C_1*C_2*R_1*R_2 + C_1*C_2*R_1*R_3 - C_1*C_5*R_1*R_3 + C_1*C_6*R_1*R_6 - C_2*C_5*R_2*R_3 + C_2*C_6*R_1*R_6 + C_2*C_6*R_2*R_6 + C_2*C_6*R_3*R_6 - C_5*C_6*R_3*R_6) + s*(C_1*R_1 + C_2*R_1 + C_2*R_2 + C_2*R_3 - C_5*R_3 + C_6*R_6) + 1), ",-C_5*R_1*R_6,"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (-C_1*C_2*R_1*R_2 - C_1*C_2*R_1*R_3 + C_1*C_5*R_1*R_3 + C_2*C_5*R_2*R_3)/(C_1*C_2*C_5*R_1*R_2*R_3)*s**2 + (-C_1*R_1 - C_2*R_1 - C_2*R_2 - C_2*R_3 + C_5*R_3)/(C_1*C_2*C_5*R_1*R_2*R_3)*s - 1/(C_1*C_2*C_5*R_1*R_2*R_3), s, domain='ZZ(C_1,C_2,C_5,R_1,R_2,R_3)')]",2,2
430,False,"(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1)), transferFunc=(C_2*C_5*R_1*R_2*R_6*s**2 + C_5*R_1*R_6*s)/(s**4*(-C_1*C_2*C_5*C_6*R_1*R_2*R_3*R_6 + C_1*C_2*C_5*C_6*R_1*R_2*R_5*R_6 + C_1*C_2*C_5*C_6*R_1*R_3*R_5*R_6) + s**3*(-C_1*C_2*C_5*R_1*R_2*R_3 + C_1*C_2*C_5*R_1*R_2*R_5 + C_1*C_2*C_5*R_1*R_3*R_5 + C_1*C_2*C_6*R_1*R_2*R_6 + C_1*C_2*C_6*R_1*R_3*R_6 - C_1*C_5*C_6*R_1*R_3*R_6 + C_1*C_5*C_6*R_1*R_5*R_6 + C_2*C_5*C_6*R_1*R_5*R_6 - C_2*C_5*C_6*R_2*R_3*R_6 + C_2*C_5*C_6*R_2*R_5*R_6 + C_2*C_5*C_6*R_3*R_5*R_6) + s**2*(C_1*C_2*R_1*R_2 + C_1*C_2*R_1*R_3 - C_1*C_5*R_1*R_3 + C_1*C_5*R_1*R_5 + C_1*C_6*R_1*R_6 + C_2*C_5*R_1*R_5 - C_2*C_5*R_2*R_3 + C_2*C_5*R_2*R_5 + C_2*C_5*R_3*R_5 + C_2*C_6*R_1*R_6 + C_2*C_6*R_2*R_6 + C_2*C_6*R_3*R_6 - C_5*C_6*R_3*R_6 + C_5*C_6*R_5*R_6) + s*(C_1*R_1 + C_2*R_1 + C_2*R_2 + C_2*R_3 - C_5*R_3 + C_5*R_5 + C_6*R_6) + 1), ",C_1*C_2*C_5**2*C_6*R_1**2*R_6**2*(R_2*R_3 - R_2*R_5 - R_3*R_5)/(-C_1*C_2*C_5*C_6*R_1*R_2*R_3*R_6 + C_1*C_2*C_5*C_6*R_1*R_2*R_5*R_6 + C_1*C_2*C_5*C_6*R_1*R_3*R_5*R_6),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (-C_1*C_2*R_1*R_2 - C_1*C_2*R_1*R_3 + C_1*C_5*R_1*R_3 - C_1*C_5*R_1*R_5 - C_2*C_5*R_1*R_5 + C_2*C_5*R_2*R_3 - C_2*C_5*R_2*R_5 - C_2*C_5*R_3*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3 - C_1*C_2*C_5*R_1*R_2*R_5 - C_1*C_2*C_5*R_1*R_3*R_5)*s**2 + (-C_1*R_1 - C_2*R_1 - C_2*R_2 - C_2*R_3 + C_5*R_3 - C_5*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3 - C_1*C_2*C_5*R_1*R_2*R_5 - C_1*C_2*C_5*R_1*R_3*R_5)*s - 1/(C_1*C_2*C_5*R_1*R_2*R_3 - C_1*C_2*C_5*R_1*R_2*R_5 - C_1*C_2*C_5*R_1*R_3*R_5), s, domain='ZZ(C_1,C_2,C_5,R_1,R_2,R_3,R_5)')]",2,2
431,False,"(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5/(C_5*R_5*s + 1), 1/(C_6*s))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5/(C_5*R_5*s + 1), 1/(C_6*s)), transferFunc=(C_2*C_5*R_1*R_2*R_5*s**2 + R_1 + s*(C_2*R_1*R_2 + C_5*R_1*R_5))/(-C_1*C_2*C_5*C_6*R_1*R_2*R_3*R_5*s**4 + s**3*(-C_1*C_2*C_6*R_1*R_2*R_3 + C_1*C_2*C_6*R_1*R_2*R_5 + C_1*C_2*C_6*R_1*R_3*R_5 - C_1*C_5*C_6*R_1*R_3*R_5 - C_2*C_5*C_6*R_2*R_3*R_5) + s**2*(-C_1*C_6*R_1*R_3 + C_1*C_6*R_1*R_5 + C_2*C_6*R_1*R_5 - C_2*C_6*R_2*R_3 + C_2*C_6*R_2*R_5 + C_2*C_6*R_3*R_5 - C_5*C_6*R_3*R_5) + s*(-C_6*R_3 + C_6*R_5)), ",-R_1/C_6,"[Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s, s, domain='ZZ'), Poly(s**3 + (C_1*C_2*R_1*R_2*R_3 - C_1*C_2*R_1*R_2*R_5 - C_1*C_2*R_1*R_3*R_5 + C_1*C_5*R_1*R_3*R_5 + C_2*C_5*R_2*R_3*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5)*s**2 + (C_1*R_1*R_3 - C_1*R_1*R_5 - C_2*R_1*R_5 + C_2*R_2*R_3 - C_2*R_2*R_5 - C_2*R_3*R_5 + C_5*R_3*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5)*s + (R_3 - R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5), s, domain='ZZ(C_1,C_2,C_5,R_1,R_2,R_3,R_5)')]",2,2
432,False,"(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), R_3, oo, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1)), transferFunc=(C_2*C_5*R_1*R_2*R_5*R_6*s**2 + R_1*R_6 + s*(C_2*R_1*R_2*R_6 + C_5*R_1*R_5*R_6))/(-C_1*C_2*C_5*C_6*R_1*R_2*R_3*R_5*R_6*s**4 - R_3 + R_5 + s**3*(-C_1*C_2*C_5*R_1*R_2*R_3*R_5 - C_1*C_2*C_6*R_1*R_2*R_3*R_6 + C_1*C_2*C_6*R_1*R_2*R_5*R_6 + C_1*C_2*C_6*R_1*R_3*R_5*R_6 - C_1*C_5*C_6*R_1*R_3*R_5*R_6 - C_2*C_5*C_6*R_2*R_3*R_5*R_6) + s**2*(-C_1*C_2*R_1*R_2*R_3 + C_1*C_2*R_1*R_2*R_5 + C_1*C_2*R_1*R_3*R_5 - C_1*C_5*R_1*R_3*R_5 - C_1*C_6*R_1*R_3*R_6 + C_1*C_6*R_1*R_5*R_6 - C_2*C_5*R_2*R_3*R_5 + C_2*C_6*R_1*R_5*R_6 - C_2*C_6*R_2*R_3*R_6 + C_2*C_6*R_2*R_5*R_6 + C_2*C_6*R_3*R_5*R_6 - C_5*C_6*R_3*R_5*R_6) + s*(-C_1*R_1*R_3 + C_1*R_1*R_5 + C_2*R_1*R_5 - C_2*R_2*R_3 + C_2*R_2*R_5 + C_2*R_3*R_5 - C_5*R_3*R_5 - C_6*R_3*R_6 + C_6*R_5*R_6)), ",-R_1*R_6,"[Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_2*R_1*R_2*R_3 - C_1*C_2*R_1*R_2*R_5 - C_1*C_2*R_1*R_3*R_5 + C_1*C_5*R_1*R_3*R_5 + C_2*C_5*R_2*R_3*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5)*s**2 + (C_1*R_1*R_3 - C_1*R_1*R_5 - C_2*R_1*R_5 + C_2*R_2*R_3 - C_2*R_2*R_5 - C_2*R_3*R_5 + C_5*R_3*R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5)*s + (R_3 - R_5)/(C_1*C_2*C_5*R_1*R_2*R_3*R_5), s, domain='ZZ(C_1,C_2,C_5,R_1,R_2,R_3,R_5)')]",2,2
433,False,"(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), 1/(C_3*s), oo, R_5, R_6/(C_6*R_6*s + 1))","FilterClassification(valid=False, fType=X-INVALID-ORDER, parameters=None)zCombo=(R_1/(C_1*R_1*s + 1), R_2 + 1/(C_2*s), 1/(C_3*s), oo, R_5, R_6/(C_6*R_6*s + 1)), transferFunc=(C_2*C_3*R_1*R_2*R_6*s**2 + C_3*R_1*R_6*s)/(C_1*C_2*C_3*C_6*R_1*R_2*R_5*R_6*s**4 + s**3*(C_1*C_2*C_3*R_1*R_2*R_5 - C_1*C_2*C_6*R_1*R_2*R_6 + C_1*C_2*C_6*R_1*R_5*R_6 + C_1*C_3*C_6*R_1*R_5*R_6 + C_2*C_3*C_6*R_1*R_5*R_6 + C_2*C_3*C_6*R_2*R_5*R_6) + s**2*(-C_1*C_2*R_1*R_2 + C_1*C_2*R_1*R_5 + C_1*C_3*R_1*R_5 - C_1*C_6*R_1*R_6 + C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5 - C_2*C_6*R_2*R_6 + C_2*C_6*R_5*R_6 + C_3*C_6*R_5*R_6) + s*(-C_1*R_1 - C_2*R_2 + C_2*R_5 + C_3*R_5 - C_6*R_6) - 1), ",C_3*R_1*R_6,"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (-C_1*C_2*R_1*R_2 + C_1*C_2*R_1*R_5 + C_1*C_3*R_1*R_5 + C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5)/(C_1*C_2*C_3*R_1*R_2*R_5)*s**2 + (-C_1*R_1 - C_2*R_2 + C_2*R_5 + C_3*R_5)/(C_1*C_2*C_3*R_1*R_2*R_5)*s - 1/(C_1*C_2*C_3*R_1*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,R_1,R_2,R_5)')]",2,2
